,State,Year,Quarter,District,Registered_users,Region
4774,Tripura,2022,1,Khowai,36592,North-Eastern Region
4775,Tripura,2022,1,Unakoti,31971,North-Eastern Region
4776,Tripura,2022,2,West Tripura,242041,North-Eastern Region
4777,Tripura,2022,2,Sepahijala,66602,North-Eastern Region
4778,Tripura,2022,2,South Tripura,66478,North-Eastern Region
4779,Tripura,2022,2,North Tripura,62140,North-Eastern Region
4780,Tripura,2022,2,Gomati,56510,North-Eastern Region
4781,Tripura,2022,2,Dhalai,49424,North-Eastern Region
4782,Tripura,2022,2,Khowai,38683,North-Eastern Region
4783,Tripura,2022,2,Unakoti,33904,North-Eastern Region
4784,Tripura,2022,3,West Tripura,255161,North-Eastern Region
4785,Tripura,2022,3,Sepahijala,70255,North-Eastern Region
4786,Tripura,2022,3,South Tripura,70107,North-Eastern Region
4787,Tripura,2022,3,North Tripura,65452,North-Eastern Region
4788,Tripura,2022,3,Gomati,59506,North-Eastern Region
4789,Tripura,2022,3,Dhalai,52074,North-Eastern Region
4790,Tripura,2022,3,Khowai,40758,North-Eastern Region
4791,Tripura,2022,3,Unakoti,35830,North-Eastern Region
4792,Tripura,2022,4,West Tripura,267713,North-Eastern Region
4793,Tripura,2022,4,Sepahijala,73240,North-Eastern Region
4794,Tripura,2022,4,South Tripura,73117,North-Eastern Region
4795,Tripura,2022,4,North Tripura,68352,North-Eastern Region
4796,Tripura,2022,4,Gomati,62115,North-Eastern Region
4797,Tripura,2022,4,Dhalai,54280,North-Eastern Region
4798,Tripura,2022,4,Khowai,42490,North-Eastern Region
4799,Tripura,2022,4,Unakoti,37434,North-Eastern Region
4800,Uttar Pradesh,2018,1,Gautam Buddha Nagar,448768,Central Region
4801,Uttar Pradesh,2018,1,Lucknow,380070,Central Region
4802,Uttar Pradesh,2018,1,Ghaziabad,329683,Central Region
4803,Uttar Pradesh,2018,1,Prayagraj,220198,Central Region
4804,Uttar Pradesh,2018,1,Kanpur Nagar,208389,Central Region
4805,Uttar Pradesh,2018,1,Varanasi,206788,Central Region
4806,Uttar Pradesh,2018,1,Agra,148387,Central Region
4807,Uttar Pradesh,2018,1,Gorakhpur,132769,Central Region
4808,Uttar Pradesh,2018,1,Meerut,123619,Central Region
4809,Uttar Pradesh,2018,1,Bareilly,112369,Central Region
4810,Uttar Pradesh,2018,2,Gautam Buddha Nagar,586350,Central Region
4811,Uttar Pradesh,2018,2,Lucknow,506261,Central Region
4812,Uttar Pradesh,2018,2,Ghaziabad,434115,Central Region
4813,Uttar Pradesh,2018,2,Prayagraj,297113,Central Region
4814,Uttar Pradesh,2018,2,Varanasi,288325,Central Region
4815,Uttar Pradesh,2018,2,Kanpur Nagar,285101,Central Region
4816,Uttar Pradesh,2018,2,Agra,205298,Central Region
4817,Uttar Pradesh,2018,2,Gorakhpur,181126,Central Region
4818,Uttar Pradesh,2018,2,Meerut,167212,Central Region
4819,Uttar Pradesh,2018,2,Bareilly,152939,Central Region
4820,Uttar Pradesh,2018,3,Gautam Buddha Nagar,727480,Central Region
4821,Uttar Pradesh,2018,3,Lucknow,620328,Central Region
4822,Uttar Pradesh,2018,3,Ghaziabad,538532,Central Region
4823,Uttar Pradesh,2018,3,Prayagraj,363743,Central Region
4824,Uttar Pradesh,2018,3,Varanasi,352604,Central Region
4825,Uttar Pradesh,2018,3,Kanpur Nagar,349250,Central Region
4826,Uttar Pradesh,2018,3,Agra,257453,Central Region
4827,Uttar Pradesh,2018,3,Gorakhpur,224409,Central Region
4828,Uttar Pradesh,2018,3,Meerut,205977,Central Region
4829,Uttar Pradesh,2018,3,Bareilly,187467,Central Region
4830,Uttar Pradesh,2018,4,Gautam Buddha Nagar,951342,Central Region
4831,Uttar Pradesh,2018,4,Lucknow,765152,Central Region
4832,Uttar Pradesh,2018,4,Ghaziabad,713372,Central Region
4833,Uttar Pradesh,2018,4,Prayagraj,451019,Central Region
4834,Uttar Pradesh,2018,4,Varanasi,447144,Central Region
4835,Uttar Pradesh,2018,4,Kanpur Nagar,434315,Central Region
4836,Uttar Pradesh,2018,4,Agra,322749,Central Region
4837,Uttar Pradesh,2018,4,Gorakhpur,279761,Central Region
4838,Uttar Pradesh,2018,4,Meerut,258843,Central Region
4839,Uttar Pradesh,2018,4,Bareilly,233073,Central Region
4840,Uttar Pradesh,2019,1,Gautam Buddha Nagar,1143614,Central Region
4841,Uttar Pradesh,2019,1,Lucknow,896208,Central Region
4842,Uttar Pradesh,2019,1,Ghaziabad,859583,Central Region
4843,Uttar Pradesh,2019,1,Prayagraj,532230,Central Region
4844,Uttar Pradesh,2019,1,Varanasi,524667,Central Region
4845,Uttar Pradesh,2019,1,Kanpur Nagar,511583,Central Region
4846,Uttar Pradesh,2019,1,Agra,392222,Central Region
4847,Uttar Pradesh,2019,1,Gorakhpur,336196,Central Region
4848,Uttar Pradesh,2019,1,Meerut,311930,Central Region
4849,Uttar Pradesh,2019,1,Bareilly,279714,Central Region
4850,Uttar Pradesh,2019,2,Gautam Buddha Nagar,1282816,Central Region
4851,Uttar Pradesh,2019,2,Lucknow,1011470,Central Region
4852,Uttar Pradesh,2019,2,Ghaziabad,975605,Central Region
4853,Uttar Pradesh,2019,2,Prayagraj,602739,Central Region
4854,Uttar Pradesh,2019,2,Kanpur Nagar,585796,Central Region
4855,Uttar Pradesh,2019,2,Varanasi,583444,Central Region
4856,Uttar Pradesh,2019,2,Agra,461224,Central Region
4857,Uttar Pradesh,2019,2,Gorakhpur,387961,Central Region
4858,Uttar Pradesh,2019,2,Meerut,361091,Central Region
4859,Uttar Pradesh,2019,2,Bareilly,318597,Central Region
4860,Uttar Pradesh,2019,3,Gautam Buddha Nagar,1415905,Central Region
4861,Uttar Pradesh,2019,3,Lucknow,1124832,Central Region
4862,Uttar Pradesh,2019,3,Ghaziabad,1088568,Central Region
4863,Uttar Pradesh,2019,3,Prayagraj,667277,Central Region
4864,Uttar Pradesh,2019,3,Kanpur Nagar,655175,Central Region
4865,Uttar Pradesh,2019,3,Varanasi,639586,Central Region
4866,Uttar Pradesh,2019,3,Agra,530228,Central Region
4867,Uttar Pradesh,2019,3,Gorakhpur,434172,Central Region
4868,Uttar Pradesh,2019,3,Meerut,408972,Central Region
4869,Uttar Pradesh,2019,3,Bareilly,356146,Central Region
4870,Uttar Pradesh,2019,4,Gautam Buddha Nagar,1537791,Central Region
4871,Uttar Pradesh,2019,4,Lucknow,1221681,Central Region
4872,Uttar Pradesh,2019,4,Ghaziabad,1189357,Central Region
4873,Uttar Pradesh,2019,4,Prayagraj,738307,Central Region
4874,Uttar Pradesh,2019,4,Kanpur Nagar,718251,Central Region
4875,Uttar Pradesh,2019,4,Varanasi,706509,Central Region
4876,Uttar Pradesh,2019,4,Agra,593453,Central Region
4877,Uttar Pradesh,2019,4,Gorakhpur,483523,Central Region
4878,Uttar Pradesh,2019,4,Meerut,455353,Central Region
4879,Uttar Pradesh,2019,4,Bareilly,398897,Central Region
4880,Uttar Pradesh,2020,1,Gautam Buddha Nagar,1656331,Central Region
4881,Uttar Pradesh,2020,1,Lucknow,1329098,Central Region
4882,Uttar Pradesh,2020,1,Ghaziabad,1296464,Central Region
4883,Uttar Pradesh,2020,1,Prayagraj,816436,Central Region
4884,Uttar Pradesh,2020,1,Kanpur Nagar,788847,Central Region
4885,Uttar Pradesh,2020,1,Varanasi,777234,Central Region
4886,Uttar Pradesh,2020,1,Agra,668251,Central Region
4887,Uttar Pradesh,2020,1,Gorakhpur,539316,Central Region
4888,Uttar Pradesh,2020,1,Meerut,509693,Central Region
4889,Uttar Pradesh,2020,1,Bareilly,452872,Central Region
4890,Uttar Pradesh,2020,2,Gautam Buddha Nagar,1756163,Central Region
4891,Uttar Pradesh,2020,2,Lucknow,1434386,Central Region
4892,Uttar Pradesh,2020,2,Ghaziabad,1399514,Central Region
4893,Uttar Pradesh,2020,2,Prayagraj,892787,Central Region
4894,Uttar Pradesh,2020,2,Kanpur Nagar,864991,Central Region
4895,Uttar Pradesh,2020,2,Varanasi,851213,Central Region
4896,Uttar Pradesh,2020,2,Agra,746336,Central Region
4897,Uttar Pradesh,2020,2,Gorakhpur,600961,Central Region
4898,Uttar Pradesh,2020,2,Meerut,566838,Central Region
4899,Uttar Pradesh,2020,2,Bareilly,507342,Central Region
4900,Uttar Pradesh,2020,3,Gautam Buddha Nagar,1885370,Central Region
4901,Uttar Pradesh,2020,3,Lucknow,1551932,Central Region
4902,Uttar Pradesh,2020,3,Ghaziabad,1518450,Central Region
4903,Uttar Pradesh,2020,3,Prayagraj,974228,Central Region
4904,Uttar Pradesh,2020,3,Kanpur Nagar,941379,Central Region
4905,Uttar Pradesh,2020,3,Varanasi,927313,Central Region
4906,Uttar Pradesh,2020,3,Agra,822893,Central Region
4907,Uttar Pradesh,2020,3,Gorakhpur,661272,Central Region
4908,Uttar Pradesh,2020,3,Meerut,624570,Central Region
4909,Uttar Pradesh,2020,3,Bareilly,558821,Central Region
4910,Uttar Pradesh,2020,4,Gautam Buddha Nagar,2030178,Central Region
4911,Uttar Pradesh,2020,4,Lucknow,1684510,Central Region
4912,Uttar Pradesh,2020,4,Ghaziabad,1647330,Central Region
4913,Uttar Pradesh,2020,4,Prayagraj,1059982,Central Region
4914,Uttar Pradesh,2020,4,Kanpur Nagar,1022768,Central Region
4915,Uttar Pradesh,2020,4,Varanasi,1003989,Central Region
4916,Uttar Pradesh,2020,4,Agra,900497,Central Region
4917,Uttar Pradesh,2020,4,Gorakhpur,722618,Central Region
4918,Uttar Pradesh,2020,4,Meerut,686266,Central Region
4919,Uttar Pradesh,2020,4,Bareilly,611236,Central Region
4920,Uttar Pradesh,2021,1,Gautam Buddha Nagar,2181874,Central Region
4921,Uttar Pradesh,2021,1,Lucknow,1813076,Central Region
4922,Uttar Pradesh,2021,1,Ghaziabad,1773332,Central Region
4923,Uttar Pradesh,2021,1,Prayagraj,1143612,Central Region
4924,Uttar Pradesh,2021,1,Kanpur Nagar,1100587,Central Region
4925,Uttar Pradesh,2021,1,Varanasi,1079309,Central Region
4926,Uttar Pradesh,2021,1,Agra,974389,Central Region
4927,Uttar Pradesh,2021,1,Gorakhpur,780306,Central Region
4928,Uttar Pradesh,2021,1,Meerut,741901,Central Region
4929,Uttar Pradesh,2021,1,Bareilly,662143,Central Region
4930,Uttar Pradesh,2021,2,Gautam Buddha Nagar,2329954,Central Region
4931,Uttar Pradesh,2021,2,Lucknow,1937173,Central Region
4932,Uttar Pradesh,2021,2,Ghaziabad,1895314,Central Region
4933,Uttar Pradesh,2021,2,Prayagraj,1225800,Central Region
4934,Uttar Pradesh,2021,2,Kanpur Nagar,1176708,Central Region
4935,Uttar Pradesh,2021,2,Varanasi,1154661,Central Region
4936,Uttar Pradesh,2021,2,Agra,1044788,Central Region
4937,Uttar Pradesh,2021,2,Gorakhpur,835887,Central Region
4938,Uttar Pradesh,2021,2,Meerut,794314,Central Region
4939,Uttar Pradesh,2021,2,Bareilly,710778,Central Region
4940,Uttar Pradesh,2021,3,Gautam Buddha Nagar,2496114,Central Region
4941,Uttar Pradesh,2021,3,Lucknow,2076033,Central Region
4942,Uttar Pradesh,2021,3,Ghaziabad,2031752,Central Region
4943,Uttar Pradesh,2021,3,Prayagraj,1320432,Central Region
4944,Uttar Pradesh,2021,3,Kanpur Nagar,1263050,Central Region
4945,Uttar Pradesh,2021,3,Varanasi,1239725,Central Region
4946,Uttar Pradesh,2021,3,Agra,1124720,Central Region
4947,Uttar Pradesh,2021,3,Gorakhpur,900171,Central Region
4948,Uttar Pradesh,2021,3,Meerut,853246,Central Region
4949,Uttar Pradesh,2021,3,Bareilly,766809,Central Region
4950,Uttar Pradesh,2021,4,Gautam Buddha Nagar,2664034,Central Region
4951,Uttar Pradesh,2021,4,Lucknow,2215886,Central Region
4952,Uttar Pradesh,2021,4,Ghaziabad,2169109,Central Region
4953,Uttar Pradesh,2021,4,Prayagraj,1414447,Central Region
4954,Uttar Pradesh,2021,4,Kanpur Nagar,1349794,Central Region
4955,Uttar Pradesh,2021,4,Varanasi,1325315,Central Region
4956,Uttar Pradesh,2021,4,Agra,1204274,Central Region
4957,Uttar Pradesh,2021,4,Gorakhpur,964667,Central Region
4958,Uttar Pradesh,2021,4,Meerut,911852,Central Region
4959,Uttar Pradesh,2021,4,Bareilly,821986,Central Region
4960,Uttar Pradesh,2022,1,Gautam Buddha Nagar,2822463,Central Region
4961,Uttar Pradesh,2022,1,Lucknow,2348173,Central Region
4962,Uttar Pradesh,2022,1,Ghaziabad,2298103,Central Region
4963,Uttar Pradesh,2022,1,Prayagraj,1504572,Central Region
4964,Uttar Pradesh,2022,1,Kanpur Nagar,1431918,Central Region
4965,Uttar Pradesh,2022,1,Varanasi,1406056,Central Region
4966,Uttar Pradesh,2022,1,Agra,1279852,Central Region
4967,Uttar Pradesh,2022,1,Gorakhpur,1027283,Central Region
4968,Uttar Pradesh,2022,1,Meerut,967325,Central Region
4969,Uttar Pradesh,2022,1,Bareilly,875033,Central Region
4970,Uttar Pradesh,2022,2,Gautam Buddha Nagar,2973360,Central Region
4971,Uttar Pradesh,2022,2,Lucknow,2474317,Central Region
4972,Uttar Pradesh,2022,2,Ghaziabad,2421605,Central Region
4973,Uttar Pradesh,2022,2,Prayagraj,1590032,Central Region
4974,Uttar Pradesh,2022,2,Kanpur Nagar,1510491,Central Region
4975,Uttar Pradesh,2022,2,Varanasi,1483315,Central Region
4976,Uttar Pradesh,2022,2,Agra,1351856,Central Region
4977,Uttar Pradesh,2022,2,Gorakhpur,1086399,Central Region
4978,Uttar Pradesh,2022,2,Meerut,1020429,Central Region
4979,Uttar Pradesh,2022,2,Bareilly,925536,Central Region
4980,Uttar Pradesh,2022,3,Gautam Buddha Nagar,3130224,Central Region
4981,Uttar Pradesh,2022,3,Lucknow,2604663,Central Region
4982,Uttar Pradesh,2022,3,Ghaziabad,2549377,Central Region
4983,Uttar Pradesh,2022,3,Prayagraj,1678668,Central Region
4984,Uttar Pradesh,2022,3,Kanpur Nagar,1592126,Central Region
4985,Uttar Pradesh,2022,3,Varanasi,1563730,Central Region
4986,Uttar Pradesh,2022,3,Agra,1426154,Central Region
4987,Uttar Pradesh,2022,3,Gorakhpur,1148103,Central Region
4988,Uttar Pradesh,2022,3,Meerut,1075255,Central Region
4989,Uttar Pradesh,2022,3,Bareilly,977218,Central Region
4990,Uttar Pradesh,2022,4,Gautam Buddha Nagar,3286371,Central Region
4991,Uttar Pradesh,2022,4,Lucknow,2734333,Central Region
4992,Uttar Pradesh,2022,4,Ghaziabad,2676888,Central Region
4993,Uttar Pradesh,2022,4,Prayagraj,1763014,Central Region
4994,Uttar Pradesh,2022,4,Kanpur Nagar,1673173,Central Region
4995,Uttar Pradesh,2022,4,Varanasi,1641943,Central Region
4996,Uttar Pradesh,2022,4,Agra,1497144,Central Region
4997,Uttar Pradesh,2022,4,Gorakhpur,1205580,Central Region
4998,Uttar Pradesh,2022,4,Meerut,1127324,Central Region
4999,Uttar Pradesh,2022,4,Bareilly,1025341,Central Region
5000,Uttarakhand,2018,1,Dehradun,147998,Northern Region
5001,Uttarakhand,2018,1,Haridwar,104823,Northern Region
5002,Uttarakhand,2018,1,Udham Singh Nagar,100236,Northern Region
5003,Uttarakhand,2018,1,Nainital,49083,Northern Region
5004,Uttarakhand,2018,1,Pauri Garhwal,20425,Northern Region
5005,Uttarakhand,2018,1,Tehri Garhwal,13030,Northern Region
5006,Uttarakhand,2018,1,Almora,11367,Northern Region
5007,Uttarakhand,2018,1,Pithoragarh,8836,Northern Region
5008,Uttarakhand,2018,1,Chamoli,7493,Northern Region
5009,Uttarakhand,2018,1,Uttarkashi,5816,Northern Region
5010,Uttarakhand,2018,2,Dehradun,198296,Northern Region
5011,Uttarakhand,2018,2,Haridwar,140718,Northern Region
5012,Uttarakhand,2018,2,Udham Singh Nagar,132549,Northern Region
5013,Uttarakhand,2018,2,Nainital,65142,Northern Region
5014,Uttarakhand,2018,2,Pauri Garhwal,28153,Northern Region
5015,Uttarakhand,2018,2,Tehri Garhwal,18021,Northern Region
5016,Uttarakhand,2018,2,Almora,15473,Northern Region
5017,Uttarakhand,2018,2,Pithoragarh,12486,Northern Region
5018,Uttarakhand,2018,2,Chamoli,10502,Northern Region
5019,Uttarakhand,2018,2,Uttarkashi,8227,Northern Region
5020,Uttarakhand,2018,3,Dehradun,246477,Northern Region
5021,Uttarakhand,2018,3,Haridwar,174526,Northern Region
5022,Uttarakhand,2018,3,Udham Singh Nagar,162754,Northern Region
5023,Uttarakhand,2018,3,Nainital,79936,Northern Region
5024,Uttarakhand,2018,3,Pauri Garhwal,36059,Northern Region
5025,Uttarakhand,2018,3,Tehri Garhwal,23575,Northern Region
5026,Uttarakhand,2018,3,Almora,20152,Northern Region
5027,Uttarakhand,2018,3,Pithoragarh,16483,Northern Region
5028,Uttarakhand,2018,3,Chamoli,14112,Northern Region
5029,Uttarakhand,2018,3,Uttarkashi,10793,Northern Region
5030,Uttarakhand,2018,4,Dehradun,306969,Northern Region
5031,Uttarakhand,2018,4,Haridwar,217634,Northern Region
5032,Uttarakhand,2018,4,Udham Singh Nagar,200079,Northern Region
5033,Uttarakhand,2018,4,Nainital,98591,Northern Region
5034,Uttarakhand,2018,4,Pauri Garhwal,45898,Northern Region
5035,Uttarakhand,2018,4,Tehri Garhwal,30089,Northern Region
5036,Uttarakhand,2018,4,Almora,26282,Northern Region
5037,Uttarakhand,2018,4,Pithoragarh,21378,Northern Region
5038,Uttarakhand,2018,4,Chamoli,18391,Northern Region
5039,Uttarakhand,2018,4,Uttarkashi,14114,Northern Region
5040,Uttarakhand,2019,1,Dehradun,369578,Northern Region
5041,Uttarakhand,2019,1,Haridwar,262411,Northern Region
5042,Uttarakhand,2019,1,Udham Singh Nagar,238514,Northern Region
5043,Uttarakhand,2019,1,Nainital,118824,Northern Region
5044,Uttarakhand,2019,1,Pauri Garhwal,56173,Northern Region
5045,Uttarakhand,2019,1,Tehri Garhwal,37689,Northern Region
5046,Uttarakhand,2019,1,Almora,33092,Northern Region
5047,Uttarakhand,2019,1,Pithoragarh,26621,Northern Region
5048,Uttarakhand,2019,1,Chamoli,23274,Northern Region
5049,Uttarakhand,2019,1,Uttarkashi,17873,Northern Region
5050,Uttarakhand,2019,2,Dehradun,428353,Northern Region
5051,Uttarakhand,2019,2,Haridwar,299436,Northern Region
5052,Uttarakhand,2019,2,Udham Singh Nagar,266958,Northern Region
5053,Uttarakhand,2019,2,Nainital,137114,Northern Region
5054,Uttarakhand,2019,2,Pauri Garhwal,65607,Northern Region
5055,Uttarakhand,2019,2,Tehri Garhwal,45652,Northern Region
5056,Uttarakhand,2019,2,Almora,39593,Northern Region
5057,Uttarakhand,2019,2,Pithoragarh,32308,Northern Region
5058,Uttarakhand,2019,2,Chamoli,28063,Northern Region
5059,Uttarakhand,2019,2,Uttarkashi,21969,Northern Region
5060,Uttarakhand,2019,3,Dehradun,486157,Northern Region
5061,Uttarakhand,2019,3,Haridwar,334619,Northern Region
5062,Uttarakhand,2019,3,Udham Singh Nagar,292858,Northern Region
5063,Uttarakhand,2019,3,Nainital,153561,Northern Region
5064,Uttarakhand,2019,3,Pauri Garhwal,73363,Northern Region
5065,Uttarakhand,2019,3,Tehri Garhwal,52090,Northern Region
5066,Uttarakhand,2019,3,Almora,44182,Northern Region
5067,Uttarakhand,2019,3,Pithoragarh,36353,Northern Region
5068,Uttarakhand,2019,3,Chamoli,32036,Northern Region
5069,Uttarakhand,2019,3,Uttarkashi,25151,Northern Region
5070,Uttarakhand,2019,4,Dehradun,537026,Northern Region
5071,Uttarakhand,2019,4,Haridwar,368737,Northern Region
5072,Uttarakhand,2019,4,Udham Singh Nagar,319839,Northern Region
5073,Uttarakhand,2019,4,Nainital,169212,Northern Region
5074,Uttarakhand,2019,4,Pauri Garhwal,81489,Northern Region
5075,Uttarakhand,2019,4,Tehri Garhwal,58542,Northern Region
5076,Uttarakhand,2019,4,Almora,49664,Northern Region
5077,Uttarakhand,2019,4,Pithoragarh,40980,Northern Region
5078,Uttarakhand,2019,4,Chamoli,35948,Northern Region
5079,Uttarakhand,2019,4,Uttarkashi,28653,Northern Region
5080,Uttarakhand,2020,1,Dehradun,593420,Northern Region
5081,Uttarakhand,2020,1,Haridwar,408768,Northern Region
5082,Uttarakhand,2020,1,Udham Singh Nagar,351112,Northern Region
5083,Uttarakhand,2020,1,Nainital,186948,Northern Region
5084,Uttarakhand,2020,1,Pauri Garhwal,90270,Northern Region
5085,Uttarakhand,2020,1,Tehri Garhwal,66293,Northern Region
5086,Uttarakhand,2020,1,Almora,55964,Northern Region
5087,Uttarakhand,2020,1,Pithoragarh,46554,Northern Region
5088,Uttarakhand,2020,1,Chamoli,40668,Northern Region
5089,Uttarakhand,2020,1,Uttarkashi,32713,Northern Region
5090,Uttarakhand,2020,2,Dehradun,649026,Northern Region
5091,Uttarakhand,2020,2,Haridwar,448939,Northern Region
5092,Uttarakhand,2020,2,Udham Singh Nagar,383547,Northern Region
5093,Uttarakhand,2020,2,Nainital,206076,Northern Region
5094,Uttarakhand,2020,2,Pauri Garhwal,101276,Northern Region
5095,Uttarakhand,2020,2,Tehri Garhwal,75996,Northern Region
5096,Uttarakhand,2020,2,Almora,64523,Northern Region
5097,Uttarakhand,2020,2,Pithoragarh,53375,Northern Region
5098,Uttarakhand,2020,2,Chamoli,46467,Northern Region
5099,Uttarakhand,2020,2,Uttarkashi,37671,Northern Region
5100,Uttarakhand,2020,3,Dehradun,711303,Northern Region
5101,Uttarakhand,2020,3,Haridwar,491252,Northern Region
5102,Uttarakhand,2020,3,Udham Singh Nagar,418390,Northern Region
5103,Uttarakhand,2020,3,Nainital,227497,Northern Region
5104,Uttarakhand,2020,3,Pauri Garhwal,112287,Northern Region
5105,Uttarakhand,2020,3,Tehri Garhwal,85276,Northern Region
5106,Uttarakhand,2020,3,Almora,72829,Northern Region
5107,Uttarakhand,2020,3,Pithoragarh,60279,Northern Region
5108,Uttarakhand,2020,3,Chamoli,52184,Northern Region
5109,Uttarakhand,2020,3,Uttarkashi,42144,Northern Region
5110,Uttarakhand,2020,4,Dehradun,779564,Northern Region
5111,Uttarakhand,2020,4,Haridwar,537058,Northern Region
5112,Uttarakhand,2020,4,Udham Singh Nagar,456356,Northern Region
5113,Uttarakhand,2020,4,Nainital,249856,Northern Region
5114,Uttarakhand,2020,4,Pauri Garhwal,123892,Northern Region
5115,Uttarakhand,2020,4,Tehri Garhwal,94520,Northern Region
5116,Uttarakhand,2020,4,Almora,81020,Northern Region
5117,Uttarakhand,2020,4,Pithoragarh,67024,Northern Region
5118,Uttarakhand,2020,4,Chamoli,58039,Northern Region
5119,Uttarakhand,2020,4,Uttarkashi,46810,Northern Region
5120,Uttarakhand,2021,1,Dehradun,840361,Northern Region
5121,Uttarakhand,2021,1,Haridwar,580532,Northern Region
5122,Uttarakhand,2021,1,Udham Singh Nagar,492646,Northern Region
5123,Uttarakhand,2021,1,Nainital,269308,Northern Region
5124,Uttarakhand,2021,1,Pauri Garhwal,133484,Northern Region
5125,Uttarakhand,2021,1,Tehri Garhwal,102085,Northern Region
5126,Uttarakhand,2021,1,Almora,87354,Northern Region
5127,Uttarakhand,2021,1,Pithoragarh,72579,Northern Region
5128,Uttarakhand,2021,1,Chamoli,62779,Northern Region
5129,Uttarakhand,2021,1,Uttarkashi,50696,Northern Region
5130,Uttarakhand,2021,2,Dehradun,898504,Northern Region
5131,Uttarakhand,2021,2,Haridwar,622292,Northern Region
5132,Uttarakhand,2021,2,Udham Singh Nagar,528392,Northern Region
5133,Uttarakhand,2021,2,Nainital,288162,Northern Region
5134,Uttarakhand,2021,2,Pauri Garhwal,143460,Northern Region
5135,Uttarakhand,2021,2,Tehri Garhwal,109890,Northern Region
5136,Uttarakhand,2021,2,Almora,94196,Northern Region
5137,Uttarakhand,2021,2,Pithoragarh,78079,Northern Region
5138,Uttarakhand,2021,2,Chamoli,67712,Northern Region
5139,Uttarakhand,2021,2,Uttarkashi,54582,Northern Region
5140,Uttarakhand,2021,3,Dehradun,963594,Northern Region
5141,Uttarakhand,2021,3,Haridwar,669249,Northern Region
5142,Uttarakhand,2021,3,Udham Singh Nagar,568881,Northern Region
5143,Uttarakhand,2021,3,Nainital,309820,Northern Region
5144,Uttarakhand,2021,3,Pauri Garhwal,155054,Northern Region
5145,Uttarakhand,2021,3,Tehri Garhwal,119032,Northern Region
5146,Uttarakhand,2021,3,Almora,102118,Northern Region
5147,Uttarakhand,2021,3,Pithoragarh,84476,Northern Region
5148,Uttarakhand,2021,3,Chamoli,73432,Northern Region
5149,Uttarakhand,2021,3,Uttarkashi,59174,Northern Region
5150,Uttarakhand,2021,4,Dehradun,1028085,Northern Region
5151,Uttarakhand,2021,4,Haridwar,716044,Northern Region
5152,Uttarakhand,2021,4,Udham Singh Nagar,609138,Northern Region
5153,Uttarakhand,2021,4,Nainital,330999,Northern Region
5154,Uttarakhand,2021,4,Pauri Garhwal,166482,Northern Region
5155,Uttarakhand,2021,4,Tehri Garhwal,127893,Northern Region
5156,Uttarakhand,2021,4,Almora,109803,Northern Region
5157,Uttarakhand,2021,4,Pithoragarh,90791,Northern Region
5158,Uttarakhand,2021,4,Chamoli,78848,Northern Region
5159,Uttarakhand,2021,4,Uttarkashi,63536,Northern Region
5160,Uttarakhand,2022,1,Dehradun,1088710,Northern Region
5161,Uttarakhand,2022,1,Haridwar,760173,Northern Region
5162,Uttarakhand,2022,1,Udham Singh Nagar,647495,Northern Region
5163,Uttarakhand,2022,1,Nainital,351226,Northern Region
5164,Uttarakhand,2022,1,Pauri Garhwal,177248,Northern Region
5165,Uttarakhand,2022,1,Tehri Garhwal,136364,Northern Region
5166,Uttarakhand,2022,1,Almora,117262,Northern Region
5167,Uttarakhand,2022,1,Pithoragarh,96837,Northern Region
5168,Uttarakhand,2022,1,Chamoli,84165,Northern Region
5169,Uttarakhand,2022,1,Uttarkashi,67713,Northern Region
5170,Uttarakhand,2022,2,Dehradun,1146386,Northern Region
5171,Uttarakhand,2022,2,Haridwar,802321,Northern Region
5172,Uttarakhand,2022,2,Udham Singh Nagar,683908,Northern Region
5173,Uttarakhand,2022,2,Nainital,370360,Northern Region
5174,Uttarakhand,2022,2,Pauri Garhwal,187078,Northern Region
5175,Uttarakhand,2022,2,Tehri Garhwal,144049,Northern Region
5176,Uttarakhand,2022,2,Almora,123856,Northern Region
5177,Uttarakhand,2022,2,Pithoragarh,102347,Northern Region
5178,Uttarakhand,2022,2,Chamoli,88939,Northern Region
5179,Uttarakhand,2022,2,Uttarkashi,71641,Northern Region
5180,Uttarakhand,2022,3,Dehradun,1205785,Northern Region
5181,Uttarakhand,2022,3,Haridwar,846066,Northern Region
5182,Uttarakhand,2022,3,Udham Singh Nagar,722008,Northern Region
5183,Uttarakhand,2022,3,Nainital,389791,Northern Region
5184,Uttarakhand,2022,3,Pauri Garhwal,196481,Northern Region
5185,Uttarakhand,2022,3,Tehri Garhwal,151445,Northern Region
5186,Uttarakhand,2022,3,Almora,129898,Northern Region
5187,Uttarakhand,2022,3,Pithoragarh,107498,Northern Region
5188,Uttarakhand,2022,3,Chamoli,93488,Northern Region
5189,Uttarakhand,2022,3,Uttarkashi,75369,Northern Region
5190,Uttarakhand,2022,4,Dehradun,1262999,Northern Region
5191,Uttarakhand,2022,4,Haridwar,887967,Northern Region
5192,Uttarakhand,2022,4,Udham Singh Nagar,757652,Northern Region
5193,Uttarakhand,2022,4,Nainital,407806,Northern Region
5194,Uttarakhand,2022,4,Pauri Garhwal,204585,Northern Region
5195,Uttarakhand,2022,4,Tehri Garhwal,157634,Northern Region
5196,Uttarakhand,2022,4,Almora,134730,Northern Region
5197,Uttarakhand,2022,4,Pithoragarh,111983,Northern Region
