,State,Year,Quarter,District,Registered_users,Region
1025,Goa,2018,3,South Goa,58495,Southern Region
1026,Goa,2018,4,North Goa,121001,Southern Region
1027,Goa,2018,4,South Goa,74349,Southern Region
1028,Goa,2019,1,North Goa,147802,Southern Region
1029,Goa,2019,1,South Goa,90350,Southern Region
1030,Goa,2019,2,North Goa,173002,Southern Region
1031,Goa,2019,2,South Goa,105938,Southern Region
1032,Goa,2019,3,North Goa,197361,Southern Region
1033,Goa,2019,3,South Goa,119833,Southern Region
1034,Goa,2019,4,North Goa,220385,Southern Region
1035,Goa,2019,4,South Goa,133161,Southern Region
1036,Goa,2020,1,North Goa,244309,Southern Region
1037,Goa,2020,1,South Goa,147591,Southern Region
1038,Goa,2020,2,North Goa,267533,Southern Region
1039,Goa,2020,2,South Goa,163106,Southern Region
1040,Goa,2020,3,North Goa,294195,Southern Region
1041,Goa,2020,3,South Goa,180767,Southern Region
1042,Goa,2020,4,North Goa,326479,Southern Region
1043,Goa,2020,4,South Goa,201105,Southern Region
1044,Goa,2021,1,North Goa,352593,Southern Region
1045,Goa,2021,1,South Goa,217442,Southern Region
1046,Goa,2021,2,North Goa,376703,Southern Region
1047,Goa,2021,2,South Goa,232403,Southern Region
1048,Goa,2021,3,North Goa,403952,Southern Region
1049,Goa,2021,3,South Goa,249506,Southern Region
1050,Goa,2021,4,North Goa,430814,Southern Region
1051,Goa,2021,4,South Goa,266364,Southern Region
1052,Goa,2022,1,North Goa,456250,Southern Region
1053,Goa,2022,1,South Goa,282378,Southern Region
1054,Goa,2022,2,North Goa,480353,Southern Region
1055,Goa,2022,2,South Goa,297426,Southern Region
1056,Goa,2022,3,North Goa,504946,Southern Region
1057,Goa,2022,3,South Goa,312884,Southern Region
1058,Goa,2022,4,North Goa,527826,Southern Region
1059,Goa,2022,4,South Goa,327376,Southern Region
1060,Gujarat,2018,1,Ahmadabad,572811,Western Region
1061,Gujarat,2018,1,Surat,489852,Western Region
1062,Gujarat,2018,1,Vadodara,205722,Western Region
1063,Gujarat,2018,1,Rajkot,133017,Western Region
1064,Gujarat,2018,1,Gandhinagar,118201,Western Region
1065,Gujarat,2018,1,Bharuch,101575,Western Region
1066,Gujarat,2018,1,Kachchh,97838,Western Region
1067,Gujarat,2018,1,Mahesana,97004,Western Region
1068,Gujarat,2018,1,Banas Kantha,93506,Western Region
1069,Gujarat,2018,1,Bhavnagar,87683,Western Region
1070,Gujarat,2018,2,Ahmadabad,751746,Western Region
1071,Gujarat,2018,2,Surat,652372,Western Region
1072,Gujarat,2018,2,Vadodara,271730,Western Region
1073,Gujarat,2018,2,Rajkot,174778,Western Region
1074,Gujarat,2018,2,Gandhinagar,155539,Western Region
1075,Gujarat,2018,2,Bharuch,134500,Western Region
1076,Gujarat,2018,2,Kachchh,128064,Western Region
1077,Gujarat,2018,2,Mahesana,127614,Western Region
1078,Gujarat,2018,2,Banas Kantha,125849,Western Region
1079,Gujarat,2018,2,Bhavnagar,115812,Western Region
1080,Gujarat,2018,3,Ahmadabad,919252,Western Region
1081,Gujarat,2018,3,Surat,808005,Western Region
1082,Gujarat,2018,3,Vadodara,335125,Western Region
1083,Gujarat,2018,3,Rajkot,215459,Western Region
1084,Gujarat,2018,3,Gandhinagar,190882,Western Region
1085,Gujarat,2018,3,Bharuch,169322,Western Region
1086,Gujarat,2018,3,Banas Kantha,159591,Western Region
1087,Gujarat,2018,3,Kachchh,158762,Western Region
1088,Gujarat,2018,3,Mahesana,157274,Western Region
1089,Gujarat,2018,3,Bhavnagar,141243,Western Region
1090,Gujarat,2018,4,Ahmadabad,1212636,Western Region
1091,Gujarat,2018,4,Surat,998807,Western Region
1092,Gujarat,2018,4,Vadodara,421895,Western Region
1093,Gujarat,2018,4,Rajkot,260602,Western Region
1094,Gujarat,2018,4,Gandhinagar,242368,Western Region
1095,Gujarat,2018,4,Bharuch,211843,Western Region
1096,Gujarat,2018,4,Banas Kantha,197774,Western Region
1097,Gujarat,2018,4,Kachchh,195295,Western Region
1098,Gujarat,2018,4,Mahesana,192493,Western Region
1099,Gujarat,2018,4,Bhavnagar,173699,Western Region
1100,Gujarat,2019,1,Ahmadabad,1450100,Western Region
1101,Gujarat,2019,1,Surat,1180819,Western Region
1102,Gujarat,2019,1,Vadodara,502520,Western Region
1103,Gujarat,2019,1,Rajkot,304415,Western Region
1104,Gujarat,2019,1,Gandhinagar,291858,Western Region
1105,Gujarat,2019,1,Bharuch,252826,Western Region
1106,Gujarat,2019,1,Banas Kantha,239613,Western Region
1107,Gujarat,2019,1,Kachchh,231871,Western Region
1108,Gujarat,2019,1,Mahesana,230403,Western Region
1109,Gujarat,2019,1,Valsad,209477,Western Region
1110,Gujarat,2019,2,Ahmadabad,1656341,Western Region
1111,Gujarat,2019,2,Surat,1338584,Western Region
1112,Gujarat,2019,2,Vadodara,572031,Western Region
1113,Gujarat,2019,2,Rajkot,345178,Western Region
1114,Gujarat,2019,2,Gandhinagar,333056,Western Region
1115,Gujarat,2019,2,Bharuch,284296,Western Region
1116,Gujarat,2019,2,Banas Kantha,271379,Western Region
1117,Gujarat,2019,2,Kachchh,261458,Western Region
1118,Gujarat,2019,2,Mahesana,259949,Western Region
1119,Gujarat,2019,2,Valsad,238764,Western Region
1120,Gujarat,2019,3,Ahmadabad,1848860,Western Region
1121,Gujarat,2019,3,Surat,1481391,Western Region
1122,Gujarat,2019,3,Vadodara,637678,Western Region
1123,Gujarat,2019,3,Rajkot,384852,Western Region
1124,Gujarat,2019,3,Gandhinagar,372464,Western Region
1125,Gujarat,2019,3,Bharuch,315856,Western Region
1126,Gujarat,2019,3,Banas Kantha,301373,Western Region
1127,Gujarat,2019,3,Mahesana,286652,Western Region
1128,Gujarat,2019,3,Kachchh,285519,Western Region
1129,Gujarat,2019,3,Valsad,266134,Western Region
1130,Gujarat,2019,4,Ahmadabad,2015947,Western Region
1131,Gujarat,2019,4,Surat,1624077,Western Region
1132,Gujarat,2019,4,Vadodara,700817,Western Region
1133,Gujarat,2019,4,Rajkot,426178,Western Region
1134,Gujarat,2019,4,Gandhinagar,408526,Western Region
1135,Gujarat,2019,4,Bharuch,350619,Western Region
1136,Gujarat,2019,4,Banas Kantha,339582,Western Region
1137,Gujarat,2019,4,Mahesana,316985,Western Region
1138,Gujarat,2019,4,Kachchh,314732,Western Region
1139,Gujarat,2019,4,Valsad,296977,Western Region
1140,Gujarat,2020,1,Ahmadabad,2185983,Western Region
1141,Gujarat,2020,1,Surat,1772703,Western Region
1142,Gujarat,2020,1,Vadodara,763969,Western Region
1143,Gujarat,2020,1,Rajkot,469636,Western Region
1144,Gujarat,2020,1,Gandhinagar,445290,Western Region
1145,Gujarat,2020,1,Banas Kantha,386212,Western Region
1146,Gujarat,2020,1,Bharuch,384819,Western Region
1147,Gujarat,2020,1,Mahesana,349897,Western Region
1148,Gujarat,2020,1,Kachchh,347270,Western Region
1149,Gujarat,2020,1,Valsad,330053,Western Region
1150,Gujarat,2020,2,Ahmadabad,2384154,Western Region
1151,Gujarat,2020,2,Surat,1935894,Western Region
1152,Gujarat,2020,2,Vadodara,830759,Western Region
1153,Gujarat,2020,2,Rajkot,522650,Western Region
1154,Gujarat,2020,2,Gandhinagar,488351,Western Region
1155,Gujarat,2020,2,Banas Kantha,446603,Western Region
1156,Gujarat,2020,2,Bharuch,423017,Western Region
1157,Gujarat,2020,2,Mahesana,389562,Western Region
1158,Gujarat,2020,2,Kachchh,385480,Western Region
1159,Gujarat,2020,2,Valsad,372771,Western Region
1160,Gujarat,2020,3,Ahmadabad,2580178,Western Region
1161,Gujarat,2020,3,Surat,2092712,Western Region
1162,Gujarat,2020,3,Vadodara,901492,Western Region
1163,Gujarat,2020,3,Rajkot,573062,Western Region
1164,Gujarat,2020,3,Gandhinagar,529771,Western Region
1165,Gujarat,2020,3,Banas Kantha,501471,Western Region
1166,Gujarat,2020,3,Bharuch,462292,Western Region
1167,Gujarat,2020,3,Mahesana,427950,Western Region
1168,Gujarat,2020,3,Kachchh,423729,Western Region
1169,Gujarat,2020,3,Valsad,410740,Western Region
1170,Gujarat,2020,4,Ahmadabad,2787991,Western Region
1171,Gujarat,2020,4,Surat,2278232,Western Region
1172,Gujarat,2020,4,Vadodara,980658,Western Region
1173,Gujarat,2020,4,Rajkot,627654,Western Region
1174,Gujarat,2020,4,Gandhinagar,572461,Western Region
1175,Gujarat,2020,4,Banas Kantha,551645,Western Region
1176,Gujarat,2020,4,Bharuch,508005,Western Region
1177,Gujarat,2020,4,Kachchh,466855,Western Region
1178,Gujarat,2020,4,Mahesana,464932,Western Region
1179,Gujarat,2020,4,Valsad,452628,Western Region
1180,Gujarat,2021,1,Ahmadabad,2999575,Western Region
1181,Gujarat,2021,1,Surat,2458596,Western Region
1182,Gujarat,2021,1,Vadodara,1053954,Western Region
1183,Gujarat,2021,1,Rajkot,677301,Western Region
1184,Gujarat,2021,1,Gandhinagar,615315,Western Region
1185,Gujarat,2021,1,Banas Kantha,598384,Western Region
1186,Gujarat,2021,1,Bharuch,548541,Western Region
1187,Gujarat,2021,1,Kachchh,505517,Western Region
1188,Gujarat,2021,1,Mahesana,500511,Western Region
1189,Gujarat,2021,1,Valsad,489062,Western Region
1190,Gujarat,2021,2,Ahmadabad,3209841,Western Region
1191,Gujarat,2021,2,Surat,2633443,Western Region
1192,Gujarat,2021,2,Vadodara,1127636,Western Region
1193,Gujarat,2021,2,Rajkot,726817,Western Region
1194,Gujarat,2021,2,Gandhinagar,658428,Western Region
1195,Gujarat,2021,2,Banas Kantha,645073,Western Region
1196,Gujarat,2021,2,Bharuch,588777,Western Region
1197,Gujarat,2021,2,Kachchh,543585,Western Region
1198,Gujarat,2021,2,Mahesana,536645,Western Region
1199,Gujarat,2021,2,Valsad,524614,Western Region
1200,Gujarat,2021,3,Ahmadabad,3445024,Western Region
1201,Gujarat,2021,3,Surat,2830392,Western Region
1202,Gujarat,2021,3,Vadodara,1210266,Western Region
1203,Gujarat,2021,3,Rajkot,782611,Western Region
1204,Gujarat,2021,3,Gandhinagar,706654,Western Region
1205,Gujarat,2021,3,Banas Kantha,698841,Western Region
1206,Gujarat,2021,3,Bharuch,634589,Western Region
1207,Gujarat,2021,3,Kachchh,587589,Western Region
1208,Gujarat,2021,3,Mahesana,578072,Western Region
1209,Gujarat,2021,3,Valsad,565423,Western Region
1210,Gujarat,2021,4,Ahmadabad,3679243,Western Region
1211,Gujarat,2021,4,Surat,3026960,Western Region
1212,Gujarat,2021,4,Vadodara,1292097,Western Region
1213,Gujarat,2021,4,Rajkot,837869,Western Region
1214,Gujarat,2021,4,Gandhinagar,754369,Western Region
1215,Gujarat,2021,4,Banas Kantha,751116,Western Region
1216,Gujarat,2021,4,Bharuch,679705,Western Region
1217,Gujarat,2021,4,Kachchh,630878,Western Region
1218,Gujarat,2021,4,Mahesana,618376,Western Region
1219,Gujarat,2021,4,Valsad,605655,Western Region
1220,Gujarat,2022,1,Ahmadabad,3897869,Western Region
1221,Gujarat,2022,1,Surat,3210535,Western Region
1222,Gujarat,2022,1,Vadodara,1368210,Western Region
1223,Gujarat,2022,1,Rajkot,889499,Western Region
1224,Gujarat,2022,1,Banas Kantha,802470,Western Region
1225,Gujarat,2022,1,Gandhinagar,799301,Western Region
1226,Gujarat,2022,1,Bharuch,722367,Western Region
1227,Gujarat,2022,1,Kachchh,671465,Western Region
1228,Gujarat,2022,1,Mahesana,656908,Western Region
1229,Gujarat,2022,1,Valsad,643742,Western Region
1230,Gujarat,2022,2,Ahmadabad,4105172,Western Region
1231,Gujarat,2022,2,Surat,3385398,Western Region
1232,Gujarat,2022,2,Vadodara,1440949,Western Region
1233,Gujarat,2022,2,Rajkot,937863,Western Region
1234,Gujarat,2022,2,Banas Kantha,849884,Western Region
1235,Gujarat,2022,2,Gandhinagar,841732,Western Region
1236,Gujarat,2022,2,Bharuch,762752,Western Region
1237,Gujarat,2022,2,Kachchh,709339,Western Region
1238,Gujarat,2022,2,Mahesana,692794,Western Region
1239,Gujarat,2022,2,Valsad,679340,Western Region
1240,Gujarat,2022,3,Ahmadabad,4319512,Western Region
1241,Gujarat,2022,3,Surat,3567767,Western Region
1242,Gujarat,2022,3,Vadodara,1515556,Western Region
1243,Gujarat,2022,3,Rajkot,986904,Western Region
1244,Gujarat,2022,3,Banas Kantha,896869,Western Region
1245,Gujarat,2022,3,Gandhinagar,885535,Western Region
1246,Gujarat,2022,3,Bharuch,803845,Western Region
1247,Gujarat,2022,3,Kachchh,747079,Western Region
1248,Gujarat,2022,3,Mahesana,729723,Western Region
1249,Gujarat,2022,3,Valsad,716467,Western Region
1250,Gujarat,2022,4,Ahmadabad,4530853,Western Region
1251,Gujarat,2022,4,Surat,3747780,Western Region
1252,Gujarat,2022,4,Vadodara,1587831,Western Region
1253,Gujarat,2022,4,Rajkot,1033159,Western Region
1254,Gujarat,2022,4,Banas Kantha,939693,Western Region
1255,Gujarat,2022,4,Gandhinagar,927585,Western Region
1256,Gujarat,2022,4,Bharuch,842519,Western Region
1257,Gujarat,2022,4,Kachchh,781383,Western Region
1258,Gujarat,2022,4,Mahesana,763693,Western Region
1259,Gujarat,2022,4,Valsad,751767,Western Region
1260,Haryana,2018,1,Gurugram,474081,Northern Region
1261,Haryana,2018,1,Faridabad,231504,Northern Region
1262,Haryana,2018,1,Hisar,113872,Northern Region
1263,Haryana,2018,1,Rewari,85350,Northern Region
1264,Haryana,2018,1,Sonipat,79638,Northern Region
1265,Haryana,2018,1,Panipat,74739,Northern Region
1266,Haryana,2018,1,Karnal,73612,Northern Region
1267,Haryana,2018,1,Sirsa,70800,Northern Region
1268,Haryana,2018,1,Rohtak,62452,Northern Region
1269,Haryana,2018,1,Bhiwani,57585,Northern Region
1270,Haryana,2018,2,Gurugram,621718,Northern Region
1271,Haryana,2018,2,Faridabad,306358,Northern Region
1272,Haryana,2018,2,Hisar,147599,Northern Region
1273,Haryana,2018,2,Rewari,113056,Northern Region
1274,Haryana,2018,2,Sonipat,106837,Northern Region
1275,Haryana,2018,2,Panipat,101243,Northern Region
1276,Haryana,2018,2,Karnal,98276,Northern Region
1277,Haryana,2018,2,Sirsa,91908,Northern Region
1278,Haryana,2018,2,Rohtak,82822,Northern Region
1279,Haryana,2018,2,Bhiwani,75485,Northern Region
1280,Haryana,2018,3,Gurugram,767369,Northern Region
1281,Haryana,2018,3,Faridabad,383316,Northern Region
1282,Haryana,2018,3,Hisar,176380,Northern Region
1283,Haryana,2018,3,Rewari,138368,Northern Region
1284,Haryana,2018,3,Sonipat,132705,Northern Region
1285,Haryana,2018,3,Panipat,124290,Northern Region
1286,Haryana,2018,3,Karnal,121471,Northern Region
1287,Haryana,2018,3,Sirsa,109165,Northern Region
1288,Haryana,2018,3,Rohtak,101649,Northern Region
1289,Haryana,2018,3,Ambala,92472,Northern Region
1290,Haryana,2018,4,Gurugram,967781,Northern Region
1291,Haryana,2018,4,Faridabad,521996,Northern Region
1292,Haryana,2018,4,Hisar,210671,Northern Region
1293,Haryana,2018,4,Rewari,172035,Northern Region
1294,Haryana,2018,4,Sonipat,165599,Northern Region
1295,Haryana,2018,4,Panipat,153137,Northern Region
1296,Haryana,2018,4,Karnal,149062,Northern Region
1297,Haryana,2018,4,Sirsa,127874,Northern Region
1298,Haryana,2018,4,Rohtak,124365,Northern Region
1299,Haryana,2018,4,Jhajjar,114488,Northern Region
1300,Haryana,2019,1,Gurugram,1159832,Northern Region
1301,Haryana,2019,1,Faridabad,634024,Northern Region
1302,Haryana,2019,1,Hisar,245236,Northern Region
1303,Haryana,2019,1,Rewari,207051,Northern Region
1304,Haryana,2019,1,Sonipat,199593,Northern Region
1305,Haryana,2019,1,Panipat,181548,Northern Region
1306,Haryana,2019,1,Karnal,177042,Northern Region
1307,Haryana,2019,1,Rohtak,147392,Northern Region
1308,Haryana,2019,1,Sirsa,146936,Northern Region
1309,Haryana,2019,1,Palwal,141953,Northern Region
1310,Haryana,2019,2,Gurugram,1307319,Northern Region
1311,Haryana,2019,2,Faridabad,716593,Northern Region
1312,Haryana,2019,2,Hisar,277720,Northern Region
1313,Haryana,2019,2,Rewari,238349,Northern Region
1314,Haryana,2019,2,Sonipat,230883,Northern Region
1315,Haryana,2019,2,Panipat,208172,Northern Region
1316,Haryana,2019,2,Karnal,204255,Northern Region
1317,Haryana,2019,2,Rohtak,169372,Northern Region
1318,Haryana,2019,2,Palwal,165665,Northern Region
1319,Haryana,2019,2,Sirsa,163468,Northern Region
1320,Haryana,2019,3,Gurugram,1447473,Northern Region
1321,Haryana,2019,3,Faridabad,792884,Northern Region
1322,Haryana,2019,3,Hisar,308179,Northern Region
1323,Haryana,2019,3,Rewari,266893,Northern Region
1324,Haryana,2019,3,Sonipat,261554,Northern Region
1325,Haryana,2019,3,Panipat,235346,Northern Region
1326,Haryana,2019,3,Karnal,230603,Northern Region
1327,Haryana,2019,3,Rohtak,190137,Northern Region
1328,Haryana,2019,3,Palwal,188217,Northern Region
1329,Haryana,2019,3,Jhajjar,185095,Northern Region
1330,Haryana,2019,4,Gurugram,1574240,Northern Region
1331,Haryana,2019,4,Faridabad,862595,Northern Region
1332,Haryana,2019,4,Hisar,339753,Northern Region
1333,Haryana,2019,4,Rewari,294161,Northern Region
1334,Haryana,2019,4,Sonipat,291479,Northern Region
1335,Haryana,2019,4,Panipat,262435,Northern Region
1336,Haryana,2019,4,Karnal,255280,Northern Region
1337,Haryana,2019,4,Rohtak,209750,Northern Region
1338,Haryana,2019,4,Palwal,209434,Northern Region
1339,Haryana,2019,4,Jhajjar,206377,Northern Region
1340,Haryana,2020,1,Gurugram,1700505,Northern Region
1341,Haryana,2020,1,Faridabad,935992,Northern Region
1342,Haryana,2020,1,Hisar,382469,Northern Region
1343,Haryana,2020,1,Sonipat,325111,Northern Region
1344,Haryana,2020,1,Rewari,323001,Northern Region
1345,Haryana,2020,1,Panipat,293916,Northern Region
1346,Haryana,2020,1,Karnal,283270,Northern Region
1347,Haryana,2020,1,Palwal,233542,Northern Region
1348,Haryana,2020,1,Rohtak,231317,Northern Region
1349,Haryana,2020,1,Jhajjar,230059,Northern Region
1350,Haryana,2020,2,Gurugram,1809777,Northern Region
1351,Haryana,2020,2,Faridabad,1010271,Northern Region
1352,Haryana,2020,2,Hisar,417164,Northern Region
1353,Haryana,2020,2,Sonipat,362890,Northern Region
1354,Haryana,2020,2,Rewari,354024,Northern Region
1355,Haryana,2020,2,Panipat,324833,Northern Region
1356,Haryana,2020,2,Karnal,313828,Northern Region
1357,Haryana,2020,2,Palwal,259528,Northern Region
1358,Haryana,2020,2,Jhajjar,256581,Northern Region
1359,Haryana,2020,2,Rohtak,254647,Northern Region
1360,Haryana,2020,3,Gurugram,1949331,Northern Region
1361,Haryana,2020,3,Faridabad,1094570,Northern Region
1362,Haryana,2020,3,Hisar,453910,Northern Region
1363,Haryana,2020,3,Sonipat,402001,Northern Region
1364,Haryana,2020,3,Rewari,388025,Northern Region
1365,Haryana,2020,3,Panipat,357830,Northern Region
1366,Haryana,2020,3,Karnal,344289,Northern Region
1367,Haryana,2020,3,Palwal,285223,Northern Region
1368,Haryana,2020,3,Jhajjar,284852,Northern Region
1369,Haryana,2020,3,Rohtak,280325,Northern Region
1370,Haryana,2020,4,Gurugram,2104240,Northern Region
1371,Haryana,2020,4,Faridabad,1182635,Northern Region
1372,Haryana,2020,4,Hisar,490971,Northern Region
1373,Haryana,2020,4,Sonipat,441088,Northern Region
1374,Haryana,2020,4,Rewari,421106,Northern Region
1375,Haryana,2020,4,Panipat,391952,Northern Region
1376,Haryana,2020,4,Karnal,374733,Northern Region
1377,Haryana,2020,4,Jhajjar,313144,Northern Region
1378,Haryana,2020,4,Palwal,310698,Northern Region
1379,Haryana,2020,4,Rohtak,305922,Northern Region
1380,Haryana,2021,1,Gurugram,2262589,Northern Region
1381,Haryana,2021,1,Faridabad,1272506,Northern Region
1382,Haryana,2021,1,Hisar,526528,Northern Region
1383,Haryana,2021,1,Sonipat,475192,Northern Region
1384,Haryana,2021,1,Rewari,453500,Northern Region
1385,Haryana,2021,1,Panipat,423131,Northern Region
1386,Haryana,2021,1,Karnal,402850,Northern Region
1387,Haryana,2021,1,Jhajjar,337303,Northern Region
1388,Haryana,2021,1,Palwal,335048,Northern Region
1389,Haryana,2021,1,Rohtak,329147,Northern Region
1390,Haryana,2021,2,Gurugram,2416391,Northern Region
1391,Haryana,2021,2,Faridabad,1360855,Northern Region
1392,Haryana,2021,2,Hisar,564047,Northern Region
1393,Haryana,2021,2,Sonipat,510058,Northern Region
1394,Haryana,2021,2,Rewari,485784,Northern Region
1395,Haryana,2021,2,Panipat,454218,Northern Region
1396,Haryana,2021,2,Karnal,432042,Northern Region
1397,Haryana,2021,2,Jhajjar,362160,Northern Region
1398,Haryana,2021,2,Palwal,359544,Northern Region
1399,Haryana,2021,2,Rohtak,353305,Northern Region
1400,Haryana,2021,3,Gurugram,2589324,Northern Region
1401,Haryana,2021,3,Faridabad,1459758,Northern Region
1402,Haryana,2021,3,Hisar,606513,Northern Region
1403,Haryana,2021,3,Sonipat,549613,Northern Region
1404,Haryana,2021,3,Rewari,522734,Northern Region
1405,Haryana,2021,3,Panipat,489226,Northern Region
1406,Haryana,2021,3,Karnal,464990,Northern Region
1407,Haryana,2021,3,Jhajjar,390612,Northern Region
1408,Haryana,2021,3,Palwal,387557,Northern Region
1409,Haryana,2021,3,Rohtak,380370,Northern Region
1410,Haryana,2021,4,Gurugram,2764490,Northern Region
1411,Haryana,2021,4,Faridabad,1559756,Northern Region
1412,Haryana,2021,4,Hisar,648827,Northern Region
1413,Haryana,2021,4,Sonipat,588700,Northern Region
1414,Haryana,2021,4,Rewari,559494,Northern Region
1415,Haryana,2021,4,Panipat,523678,Northern Region
1416,Haryana,2021,4,Karnal,497166,Northern Region
1417,Haryana,2021,4,Jhajjar,418950,Northern Region
1418,Haryana,2021,4,Palwal,415495,Northern Region
1419,Haryana,2021,4,Rohtak,407245,Northern Region
1420,Haryana,2022,1,Gurugram,2929873,Northern Region
1421,Haryana,2022,1,Faridabad,1654074,Northern Region
1422,Haryana,2022,1,Hisar,689980,Northern Region
1423,Haryana,2022,1,Sonipat,626016,Northern Region
1424,Haryana,2022,1,Rewari,595001,Northern Region
1425,Haryana,2022,1,Panipat,556104,Northern Region
1426,Haryana,2022,1,Karnal,527415,Northern Region
1427,Haryana,2022,1,Jhajjar,445888,Northern Region
1428,Haryana,2022,1,Palwal,441872,Northern Region
1429,Haryana,2022,1,Rohtak,432623,Northern Region
1430,Haryana,2022,2,Gurugram,3088176,Northern Region
1431,Haryana,2022,2,Faridabad,1743764,Northern Region
1432,Haryana,2022,2,Hisar,727942,Northern Region
1433,Haryana,2022,2,Sonipat,661278,Northern Region
1434,Haryana,2022,2,Rewari,628614,Northern Region
1435,Haryana,2022,2,Panipat,587006,Northern Region
1436,Haryana,2022,2,Karnal,555939,Northern Region
1437,Haryana,2022,2,Jhajjar,471357,Northern Region
1438,Haryana,2022,2,Palwal,466861,Northern Region
1439,Haryana,2022,2,Rohtak,456537,Northern Region
1440,Haryana,2022,3,Gurugram,3251792,Northern Region
1441,Haryana,2022,3,Faridabad,1837594,Northern Region
1442,Haryana,2022,3,Hisar,766206,Northern Region
1443,Haryana,2022,3,Sonipat,697349,Northern Region
1444,Haryana,2022,3,Rewari,663418,Northern Region
1445,Haryana,2022,3,Panipat,618937,Northern Region
1446,Haryana,2022,3,Karnal,584928,Northern Region
1447,Haryana,2022,3,Jhajjar,497580,Northern Region
1448,Haryana,2022,3,Palwal,492837,Northern Region
1449,Haryana,2022,3,Rohtak,481082,Northern Region
1450,Haryana,2022,4,Gurugram,3416098,Northern Region
1451,Haryana,2022,4,Faridabad,1930743,Northern Region
1452,Haryana,2022,4,Hisar,801156,Northern Region
1453,Haryana,2022,4,Sonipat,731324,Northern Region
1454,Haryana,2022,4,Rewari,696113,Northern Region
1455,Haryana,2022,4,Panipat,649292,Northern Region
1456,Haryana,2022,4,Karnal,611868,Northern Region
1457,Haryana,2022,4,Jhajjar,521692,Northern Region
1458,Haryana,2022,4,Palwal,516553,Northern Region
1459,Haryana,2022,4,Rohtak,504058,Northern Region
1460,Himachal Pradesh,2018,1,Solan,50035,Northern Region
1461,Himachal Pradesh,2018,1,Kangra,39016,Northern Region
1462,Himachal Pradesh,2018,1,Shimla,28214,Northern Region
1463,Himachal Pradesh,2018,1,Mandi,26238,Northern Region
1464,Himachal Pradesh,2018,1,Sirmaur,15880,Northern Region
1465,Himachal Pradesh,2018,1,Hamirpur,15614,Northern Region
1466,Himachal Pradesh,2018,1,Kullu,15318,Northern Region
1467,Himachal Pradesh,2018,1,Una,13234,Northern Region
1468,Himachal Pradesh,2018,1,Bilaspur,11975,Northern Region
1469,Himachal Pradesh,2018,1,Chamba,8678,Northern Region
1470,Himachal Pradesh,2018,2,Solan,68950,Northern Region
1471,Himachal Pradesh,2018,2,Kangra,54828,Northern Region
1472,Himachal Pradesh,2018,2,Shimla,38590,Northern Region
1473,Himachal Pradesh,2018,2,Mandi,36126,Northern Region
1474,Himachal Pradesh,2018,2,Sirmaur,22379,Northern Region
1475,Himachal Pradesh,2018,2,Hamirpur,21374,Northern Region
1476,Himachal Pradesh,2018,2,Kullu,21077,Northern Region
1477,Himachal Pradesh,2018,2,Una,18691,Northern Region
1478,Himachal Pradesh,2018,2,Bilaspur,16531,Northern Region
1479,Himachal Pradesh,2018,2,Chamba,12259,Northern Region
1480,Himachal Pradesh,2018,3,Solan,88724,Northern Region
1481,Himachal Pradesh,2018,3,Kangra,71494,Northern Region
1482,Himachal Pradesh,2018,3,Shimla,49820,Northern Region
1483,Himachal Pradesh,2018,3,Mandi,45876,Northern Region
1484,Himachal Pradesh,2018,3,Sirmaur,28959,Northern Region
1485,Himachal Pradesh,2018,3,Hamirpur,27915,Northern Region
1486,Himachal Pradesh,2018,3,Kullu,26840,Northern Region
1487,Himachal Pradesh,2018,3,Una,24952,Northern Region
1488,Himachal Pradesh,2018,3,Bilaspur,21030,Northern Region
1489,Himachal Pradesh,2018,3,Chamba,16157,Northern Region
1490,Himachal Pradesh,2018,4,Solan,113278,Northern Region
1491,Himachal Pradesh,2018,4,Kangra,92887,Northern Region
1492,Himachal Pradesh,2018,4,Shimla,64640,Northern Region
1493,Himachal Pradesh,2018,4,Mandi,58526,Northern Region
1494,Himachal Pradesh,2018,4,Sirmaur,38194,Northern Region
1495,Himachal Pradesh,2018,4,Hamirpur,35979,Northern Region
1496,Himachal Pradesh,2018,4,Kullu,34719,Northern Region
1497,Himachal Pradesh,2018,4,Una,32451,Northern Region
1498,Himachal Pradesh,2018,4,Bilaspur,26517,Northern Region
1499,Himachal Pradesh,2018,4,Chamba,21538,Northern Region
1500,Himachal Pradesh,2019,1,Solan,139300,Northern Region
1501,Himachal Pradesh,2019,1,Kangra,115120,Northern Region
1502,Himachal Pradesh,2019,1,Shimla,80651,Northern Region
1503,Himachal Pradesh,2019,1,Mandi,72963,Northern Region
1504,Himachal Pradesh,2019,1,Sirmaur,47638,Northern Region
1505,Himachal Pradesh,2019,1,Hamirpur,44206,Northern Region
1506,Himachal Pradesh,2019,1,Kullu,43436,Northern Region
1507,Himachal Pradesh,2019,1,Una,40315,Northern Region
1508,Himachal Pradesh,2019,1,Bilaspur,32537,Northern Region
1509,Himachal Pradesh,2019,1,Chamba,27481,Northern Region
1510,Himachal Pradesh,2019,2,Solan,159989,Northern Region
1511,Himachal Pradesh,2019,2,Kangra,139517,Northern Region
1512,Himachal Pradesh,2019,2,Shimla,96928,Northern Region
1513,Himachal Pradesh,2019,2,Mandi,86701,Northern Region
1514,Himachal Pradesh,2019,2,Sirmaur,55409,Northern Region
